sample	interval	gene_exon	log2ratio
SAMPLE_1	5:56168413-56168601	.	-0.083234184
SAMPLE_1	5:56168602-56168885	.	0.085888394
SAMPLE_1	5:56170854-56171141	.	0.019395314
SAMPLE_1	5:56174748-56174987	.	0.08598294
SAMPLE_1	5:56176488-56176679	.	-0.024431178
SAMPLE_1	5:56176861-56177148	.	-0.077703345
SAMPLE_1	5:56177385-56178704	.	0.093354614
SAMPLE_1	5:56179298-56179561	.	0.09491788
SAMPLE_1	5:56180440-56180703	.	0.107255016
SAMPLE_1	5:56181705-56181944	.	0.118618826
SAMPLE_1	5:56183156-56183395	.	-0.103218899
SAMPLE_1	5:56183999-56184238	.	-0.197500079
SAMPLE_1	5:56189301-56189564	.	0.115371859
SAMPLE_1	5:59022758-59022937	.	-0.071402473
SAMPLE_1	5:61855993-61856172	.	0.24885501
SAMPLE_1	5:64689277-64689456	.	-0.195840486
SAMPLE_1	5:67522503-67522838	.	-0.019455283
SAMPLE_1	5:67535674-67535817	.	-0.09587352
SAMPLE_1	5:67569168-67569359	.	0.176125404
SAMPLE_1	5:67569708-67569899	.	0.020734821
SAMPLE_1	5:67575376-67575615	.	-0.1566641
SAMPLE_1	5:67576301-67576612	.	-0.040546141
SAMPLE_1	5:67576699-67576890	.	-0.111308306
SAMPLE_1	5:67584464-67584679	.	0.141946672
SAMPLE_1	5:67586502-67586717	.	-0.032202981
SAMPLE_1	5:67588030-67588245	.	0.108328609
SAMPLE_1	5:67588261-67588404	.	-0.061477768
SAMPLE_1	5:67588870-67589079	.	0.004690425
SAMPLE_1	5:67589080-67589364	.	-0.02389702
SAMPLE_1	5:67589480-67589719	.	0.255653964
SAMPLE_1	5:67590315-67590554	.	0.083662844
SAMPLE_1	5:67590920-67591200	.	0.121095942
SAMPLE_1	5:67591201-67591365	.	-0.049663471
SAMPLE_1	5:67591916-67592227	.	-0.000909095
SAMPLE_1	5:67593191-67593478	.	0.037078162
SAMPLE_1	5:70488523-70488702	.	-0.158891641
SAMPLE_1	5:73382707-73382886	.	-0.287521092
SAMPLE_1	5:76277391-76277570	.	0.377298399
SAMPLE_1	5:81483268-81483387	.	-0.697953539
SAMPLE_1	5:83794204-83794383	.	-0.010995038
SAMPLE_1	5:86105248-86105427	.	-0.20296044
SAMPLE_1	5:91369794-91369973	.	0.244247763
SAMPLE_1	5:94323156-94323335	.	0.24980069
SAMPLE_1	5:97276591-97276770	.	-0.30229712
SAMPLE_1	5:9795618-9795797	.	0.078614978
SAMPLE_1	6:100331708-100331887	.	0.149710454
SAMPLE_1	6:103433072-103433251	.	-0.366209822
SAMPLE_1	6:10505852-10506031	.	0.477453799
SAMPLE_1	6:106534378-106534521	.	0.213890403
SAMPLE_1	6:106536068-106536331	.	0.024883292
SAMPLE_1	6:106543442-106543657	.	0.151320128
SAMPLE_1	6:106546501-106546644	.	0.170977426
SAMPLE_1	6:106546857-106547072	.	0.127618586
SAMPLE_1	6:106547169-106547432	.	0.156693298
SAMPLE_1	6:106552690-106553817	.	0.091762813
SAMPLE_1	6:106554190-106554429	.	0.133975386
SAMPLE_1	6:106554786-106555361	.	0.02661321
SAMPLE_1	6:113795926-113796105	.	-0.032430926
SAMPLE_1	6:117609654-117609965	.	-0.003100061
SAMPLE_1	6:117622087-117622350	.	-0.204409478
SAMPLE_1	6:117629904-117630143	.	0.255295808
SAMPLE_1	6:117631188-117631499	.	-0.092398705
SAMPLE_1	6:117632124-117632339	.	0.177588819
SAMPLE_1	6:117638251-117638490	.	0.235096298
SAMPLE_1	6:117639299-117639466	.	0.408959718
SAMPLE_1	6:117640980-117641243	.	-0.073786295
SAMPLE_1	6:117642370-117642609	.	-0.284999165
SAMPLE_1	6:117642610-117645440	.	0.02127531
SAMPLE_1	6:117645441-117645632	.	-0.078795599
SAMPLE_1	6:117645633-117647337	.	0.034184763
SAMPLE_1	6:117647338-117647625	.	-0.088205156
SAMPLE_1	6:117647626-117649864	.	0.057520712
SAMPLE_1	6:117649865-117650080	.	0.035513049
SAMPLE_1	6:117650081-117650442	.	0.016204733
SAMPLE_1	6:117650443-117650658	.	-0.021443247
SAMPLE_1	6:117650659-117651433	.	-0.223292966
SAMPLE_1	6:117651473-117652599	.	0.043838036
SAMPLE_1	6:117652709-117652828	.	-0.707624473
SAMPLE_1	6:117652986-117653165	.	0.431575891
SAMPLE_1	6:117653215-117653335	.	0.122265343
SAMPLE_1	6:117653380-117653559	.	-0.127717856
SAMPLE_1	6:117653627-117653746	.	0.03940816
SAMPLE_1	6:117653942-117654062	.	-0.083706952
SAMPLE_1	6:117654107-117654311	.	-0.160332033
SAMPLE_1	6:117654890-117655091	.	-0.031944916
SAMPLE_1	6:117655448-117655783	.	0.036885352
SAMPLE_1	6:117656313-117656526	.	0.623082517
SAMPLE_1	6:117656871-117656991	.	0.014294095
SAMPLE_1	6:117657093-117657392	.	-0.003423858
SAMPLE_1	6:117657491-117658274	.	-0.07738149
SAMPLE_1	6:117658275-117658562	.	-0.115839151
SAMPLE_1	6:117658563-117662241	.	-0.025653071
SAMPLE_1	6:117662242-117662529	.	-0.112333912
SAMPLE_1	6:117662559-117662798	.	0.13710436
SAMPLE_1	6:117663503-117663766	.	-0.186766239
SAMPLE_1	6:117665168-117665479	.	-0.123803179
SAMPLE_1	6:117674099-117674386	.	-0.076039527
SAMPLE_1	6:117677791-117678078	.	0.132188676
SAMPLE_1	6:117678914-117679225	.	-0.022325554
SAMPLE_1	6:117680917-117681228	.	-0.00131968
SAMPLE_1	6:117681453-117681620	.	0.168500374
SAMPLE_1	6:117683765-117684028	.	0.027965213
SAMPLE_1	6:117686163-117686426	.	0.045420591
SAMPLE_1	6:117686692-117686955	.	0.276718247
SAMPLE_1	6:117687190-117687501	.	0.115185905
SAMPLE_1	6:117700164-117700379	.	0.318314917
SAMPLE_1	6:117704432-117704719	.	0.009665178
SAMPLE_1	6:117706791-117707078	.	0.163273158
SAMPLE_1	6:117707999-117708214	.	0.160150709
SAMPLE_1	6:117708938-117709201	.	0.19737216
SAMPLE_1	6:117710509-117711012	.	0.068008965
SAMPLE_1	6:117714328-117714543	.	0.180885458
SAMPLE_1	6:117715273-117715560	.	0.208241227
SAMPLE_1	6:117715720-117715959	.	-0.165852306
SAMPLE_1	6:117717293-117717484	.	0.120824191
SAMPLE_1	6:117718023-117718334	.	-0.099070963
SAMPLE_1	6:117724251-117724490	.	0.122833388
SAMPLE_1	6:117725385-117725648	.	0.013026496
SAMPLE_1	6:117730691-117730858	.	-0.135191309
SAMPLE_1	6:117735623-117735766	.	0.071826327
SAMPLE_1	6:117737367-117737534	.	0.372194507
SAMPLE_1	6:117739575-117739718	.	0.221204014
SAMPLE_1	6:117746638-117746877	.	0.121400695
SAMPLE_1	6:119966271-119966450	.	0.123707838
SAMPLE_1	6:124405240-124405419	.	-0.185948336
SAMPLE_1	6:126624676-126624855	.	0.170673817
SAMPLE_1	6:12848384-12848563	.	0.332390862
SAMPLE_1	6:128844210-128844389	.	0.249023695
SAMPLE_1	6:131063645-131063824	.	0.026531512
SAMPLE_1	6:133283129-133283308	.	0.071204142
SAMPLE_1	6:135502555-135502770	.	-3.319709496
SAMPLE_1	6:135506992-135507207	.	-0.143299843
SAMPLE_1	6:135508924-135509091	.	0.172103266
SAMPLE_1	6:135510879-135511070	.	-0.358453205
SAMPLE_1	6:135511255-135511494	.	0.101267628
SAMPLE_1	6:135513459-135513698	.	-0.080423706
SAMPLE_1	6:135514920-135515111	.	0.17290529
SAMPLE_1	6:135515438-135515677	.	0.166649207
SAMPLE_1	6:135516042-135516257	.	-0.081272436
SAMPLE_1	6:135516881-135517144	.	-0.17009567
SAMPLE_1	6:135517804-135517971	.	-0.293982044
SAMPLE_1	6:135518088-135518471	.	0.038121572
SAMPLE_1	6:135519997-135520236	.	0.004632914
SAMPLE_1	6:135520558-135520773	.	0.035741151
SAMPLE_1	6:135521172-135521387	.	0.249897959
SAMPLE_1	6:135521426-135521713	.	0.152406313
SAMPLE_1	6:135522724-135522939	.	0.145359512
SAMPLE_1	6:135523758-135523901	.	0.164065304
SAMPLE_1	6:135523979-135524194	.	0.188669233
SAMPLE_1	6:135524304-135524543	.	0.113866078
SAMPLE_1	6:135538952-135539167	.	0.195442541
SAMPLE_1	6:138192356-138192667	.	-0.03091712
SAMPLE_1	6:138195933-138196220	.	0.169120611
SAMPLE_1	6:138196767-138197030	.	-0.043544406
SAMPLE_1	6:138197074-138197361	.	-0.075113495
SAMPLE_1	6:138198159-138198446	.	0.112453214
SAMPLE_1	6:138199561-138200496	.	0.158065953
SAMPLE_1	6:138201155-138201442	.	0.045594329
SAMPLE_1	6:138202170-138202457	.	0.241027515
SAMPLE_1	6:141684063-141684242	.	-0.410790693
SAMPLE_1	6:145165711-145165890	.	-0.12562596
SAMPLE_1	6:15190818-15190997	.	-0.302935827
SAMPLE_1	6:152129046-152129501	.	0.040812259
SAMPLE_1	6:152130193-152130456	.	-0.074368461
SAMPLE_1	6:152163683-152163970	.	0.088188064
SAMPLE_1	6:152201740-152201955	.	0.063120938
SAMPLE_1	6:152265308-152265643	.	-0.002519764
SAMPLE_1	6:152332740-152332979	.	0.056199324
SAMPLE_1	6:152382073-152382312	.	0.007126293
SAMPLE_1	6:152415468-152415755	.	0.135981914
SAMPLE_1	6:152419864-152420103	.	0.125667339
SAMPLE_1	6:152446346-152446537	.	-0.125879926
SAMPLE_1	6:157099054-157100613	.	0.261943024
SAMPLE_1	6:157150302-157150613	.	-0.231872254
SAMPLE_1	6:157192695-157192838	.	-0.007094664
SAMPLE_1	6:157222451-157222714	.	-0.290178332
SAMPLE_1	6:157256547-157256762	.	0.037583571
SAMPLE_1	6:157405786-157406049	.	-0.295743116
SAMPLE_1	6:157431555-157431746	.	-0.025939737
SAMPLE_1	6:157454108-157454395	.	-0.069797973
SAMPLE_1	6:157469754-157470089	.	-0.15234507
SAMPLE_1	6:157488115-157488378	.	0.290632927
SAMPLE_1	6:157495089-157495304	.	0.134912926
SAMPLE_1	6:157495928-157496191	.	-0.20525414
SAMPLE_1	6:157502052-157502363	.	-0.061266546
SAMPLE_1	6:157505354-157505689	.	0.181542854
SAMPLE_1	6:157507482-157507745	.	-0.293187697
SAMPLE_1	6:157510725-157510964	.	-0.133477357
SAMPLE_1	6:157511114-157511401	.	0.118127898
SAMPLE_1	6:157517242-157517505	.	-0.234999426
SAMPLE_1	6:157519885-157520100	.	-0.114463628
SAMPLE_1	6:157521835-157522626	.	0.187920537
SAMPLE_1	6:157524945-157525184	.	0.115786512
SAMPLE_1	6:157527299-157529026	.	0.030340235
SAMPLE_1	6:159650012-159650191	.	-0.091700907
SAMPLE_1	6:161771079-161771294	.	0.027064202
SAMPLE_1	6:161781071-161781286	.	0.014646568
SAMPLE_1	6:161807772-161807963	.	0.192186211
SAMPLE_1	6:161966350-161966565	.	-0.010534477
SAMPLE_1	6:161969829-161970092	.	0.120763809
SAMPLE_1	6:161990334-161990501	.	0.040917319
SAMPLE_1	6:162206752-162206991	.	-0.094657223
SAMPLE_1	6:162394284-162394499	.	0.160168157
SAMPLE_1	6:162475069-162475260	.	-0.228840955
SAMPLE_1	6:162622104-162622343	.	-0.139603591
SAMPLE_1	6:162683545-162683808	.	-0.174273971
SAMPLE_1	6:162864292-162864555	.	0.028120458
SAMPLE_1	6:163148589-163148804	.	-0.28380053
SAMPLE_1	6:163836177-163836416	.	0.077943902
SAMPLE_1	6:163876262-163876501	.	-0.049552395
SAMPLE_1	6:163878308-163878523	.	0.021496096
SAMPLE_1	6:163899762-163899977	.	0.251089209
SAMPLE_1	6:163955966-163956205	.	0.12151803
SAMPLE_1	6:163982962-163983153	.	-0.119794904
SAMPLE_1	6:163984447-163984782	.	-0.035771467
SAMPLE_1	6:163985649-163985792	.	0.010652189
SAMPLE_1	6:163986919-163987062	.	0.056401623
SAMPLE_1	6:163987694-163987885	.	-0.136815314
SAMPLE_1	6:163990421-163990564	.	0.0253137
SAMPLE_1	6:163991626-163991841	.	-0.201852691
SAMPLE_1	6:168080220-168080399	.	0.255233787
SAMPLE_1	6:17533301-17533480	.	-0.367380251
SAMPLE_1	6:23762012-23762191	.	0.049849793
SAMPLE_1	6:27648100-27648279	.	-0.005186105
SAMPLE_1	6:31534195-31534314	.	-2.1392909
SAMPLE_1	6:3478476-3478655	.	-0.029430528
SAMPLE_1	6:35420312-35420581	.	-2.171479658
SAMPLE_1	6:35423515-35424138	.	-0.096901271
SAMPLE_1	6:35425283-35425426	.	-0.333733103
SAMPLE_1	6:35425643-35425810	.	-0.129287048
SAMPLE_1	6:35426026-35426265	.	0.194844388
SAMPLE_1	6:35427050-35427289	.	-0.025591631
SAMPLE_1	6:35427402-35427593	.	0.092098661
SAMPLE_1	6:35428278-35428445	.	-0.533596804
SAMPLE_1	6:35430509-35430748	.	-0.13056802
SAMPLE_1	6:35433964-35434179	.	-0.311852976
SAMPLE_1	6:36645554-36645769	.	0.010337409
SAMPLE_1	6:36651871-36652022	.	0.14926887
SAMPLE_1	6:36652023-36652174	.	-0.109605648
SAMPLE_1	6:36652175-36652326	.	-0.331116062
SAMPLE_1	6:36653469-36653636	.	0.102746683
SAMPLE_1	6:37138297-37138488	.	0.221616113
SAMPLE_1	6:37138494-37138706	.	0.136749819
SAMPLE_1	6:37138707-37138865	.	-0.169464294
SAMPLE_1	6:37138892-37139275	.	0.088253921
SAMPLE_1	6:37140716-37141003	.	-0.127955873
SAMPLE_1	6:37141657-37141920	.	0.022305946
SAMPLE_1	6:39522712-39522891	.	-0.177669845
SAMPLE_1	6:41903585-41903848	.	-0.543201126
SAMPLE_1	6:41904226-41904489	.	-0.14956354
SAMPLE_1	6:41904921-41905184	.	-0.025429522
SAMPLE_1	6:41908060-41908371	.	-0.031740408
SAMPLE_1	6:41908642-41908785	.	-0.527882863
SAMPLE_1	6:41909133-41909444	.	0.09361215
SAMPLE_1	6:47813293-47813472	.	0.049613244
SAMPLE_1	6:50765287-50765466	.	0.413878087
SAMPLE_1	6:53717182-53717361	.	0.73934498
SAMPLE_1	6:56231500-56231679	.	0.137013971
SAMPLE_1	6:58745719-58745898	.	-0.575187004
SAMPLE_1	6:68999968-69000147	.	0.39308008
SAMPLE_1	6:72474736-72474915	.	-0.102082266
SAMPLE_1	6:82016026-82016205	.	0.105491558
SAMPLE_1	6:87199102-87199281	.	-0.024126547
SAMPLE_1	6:89790608-89790791	.	0.101752542
SAMPLE_1	6:89790792-89790975	.	0.087566131
SAMPLE_1	6:89790976-89791159	.	0.558669488
SAMPLE_1	6:89793466-89793617	.	0.326568464
SAMPLE_1	6:89793618-89793769	.	0.068751275
SAMPLE_1	6:89793770-89793921	.	0.002190462
SAMPLE_1	6:91873467-91873646	.	0.705391827
SAMPLE_1	6:93953093-93953308	.	-0.096905141
SAMPLE_1	6:93954962-93955225	.	0.055809706
SAMPLE_1	6:93956451-93956762	.	-0.012038955
SAMPLE_1	6:93964308-93964571	.	-0.163904165
SAMPLE_1	6:93965495-93965806	.	0.104069304
SAMPLE_1	6:93967127-93967294	.	0.162957516
SAMPLE_1	6:93967766-93968053	.	-0.110908369
SAMPLE_1	6:93969015-93969254	.	0.226053602
SAMPLE_1	6:93973522-93973689	.	0.197344703
SAMPLE_1	6:93974258-93974473	.	0.202297954
SAMPLE_1	6:93979143-93979430	.	-0.076548136
SAMPLE_1	6:93981958-93982197	.	-0.123834447
SAMPLE_1	6:94066435-94066770	.	0.048137509
SAMPLE_1	6:94067920-94068183	.	0.167372947
SAMPLE_1	6:94120202-94120897	.	-0.228312676
SAMPLE_1	6:94124369-94124536	.	0.125475934
SAMPLE_1	6:94128903-94129118	.	-0.190551208
SAMPLE_1	6:97230392-97230571	.	0.184194808
SAMPLE_1	7:101459258-101459425	.	-0.215963853
SAMPLE_1	7:101460830-101461039	.	-0.250205455
SAMPLE_1	7:101556558-101556773	.	-0.33715727
SAMPLE_1	7:101559342-101559557	.	-0.16914514
SAMPLE_1	7:101575811-101575954	.	-0.006390481
SAMPLE_1	7:101671330-101671473	.	-0.445661747
SAMPLE_1	7:101713562-101713753	.	0.143217933
SAMPLE_1	7:101740593-101740832	.	0.335313121
SAMPLE_1	7:101747558-101747797	.	0.221168474
SAMPLE_1	7:101754920-101755111	.	-0.106091647
SAMPLE_1	7:101758436-101758603	.	0.325617753
SAMPLE_1	7:101801780-101801947	.	0.267793508
SAMPLE_1	7:101813670-101813885	.	-0.144544859
SAMPLE_1	7:101821699-101821986	.	0.191049148
SAMPLE_1	7:101833038-101833205	.	0.25726101
SAMPLE_1	7:101837062-101837229	.	-0.104947848
SAMPLE_1	7:101838727-101838942	.	0.20603261
SAMPLE_1	7:101839914-101840585	.	0.220989056
SAMPLE_1	7:101842031-101842198	.	0.136341434
SAMPLE_1	7:101843294-101843509	.	0.007073338
SAMPLE_1	7:101844630-101845493	.	0.00233394
SAMPLE_1	7:101847622-101847885	.	0.087393093
SAMPLE_1	7:101848338-101848505	.	-0.21334798
SAMPLE_1	7:101870642-101870953	.	0.043676751
SAMPLE_1	7:101877282-101877569	.	0.167846607
SAMPLE_1	7:101882588-101882875	.	0.233883029
SAMPLE_1	7:101891677-101892336	.	0.420064
SAMPLE_1	7:101916581-101916820	.	0.047642908
SAMPLE_1	7:101917393-101917632	.	-0.038729199
SAMPLE_1	7:101918466-101918681	.	-0.228976174
SAMPLE_1	7:101921170-101921385	.	-0.279553287
SAMPLE_1	7:101923275-101923466	.	0.229774663
SAMPLE_1	7:101924040-101924207	.	-0.060884605
SAMPLE_1	7:101925076-101925267	.	-0.226558811
SAMPLE_1	7:101925952-101926119	.	-0.775212605
SAMPLE_1	7:101926264-101926431	.	0.04778399
SAMPLE_1	7:112733462-112733641	.	-0.056339843
SAMPLE_1	7:116335760-116335903	.	-0.045091802
SAMPLE_1	7:116339120-116340343	.	-0.054481849
SAMPLE_1	7:116371674-116371961	.	0.112106392
SAMPLE_1	7:116379951-116380190	.	0.021472413
SAMPLE_1	7:116380849-116381136	.	-0.203660451
SAMPLE_1	7:116395357-116395620	.	-0.023547863
SAMPLE_1	7:116397434-116397643	.	0.084915669
SAMPLE_1	7:116397644-116397879	.	0.105181708
SAMPLE_1	7:116398462-116398725	.	0.086441961
SAMPLE_1	7:116399336-116399599	.	0.209356191
SAMPLE_1	7:116403093-116403332	.	0.104789605
SAMPLE_1	7:116409690-116409929	.	0.222104229
SAMPLE_1	7:116411498-116411761	.	-0.0448768
SAMPLE_1	7:116411853-116412092	.	0.032969483
SAMPLE_1	7:116414930-116415169	.	0.247404306
SAMPLE_1	7:116417387-116417578	.	-0.089511325
SAMPLE_1	7:116418777-116419064	.	0.212808871
SAMPLE_1	7:116421989-116422204	.	0.217577235
SAMPLE_1	7:116423309-116423572	.	0.17086808
SAMPLE_1	7:116435657-116435896	.	-0.035143185
SAMPLE_1	7:116435940-116436179	.	0.137598531
SAMPLE_1	7:119534341-119534520	.	-0.113536795
SAMPLE_1	7:122632544-122632723	.	0.158344924
SAMPLE_1	7:125730796-125730975	.	0.282332892
SAMPLE_1	7:128828978-128829337	.	0.362824307
SAMPLE_1	7:128843172-128843483	.	0.046198539
SAMPLE_1	7:128844993-128845304	.	0.084500139
SAMPLE_1	7:128845393-128845680	.	-0.067200783
SAMPLE_1	7:128845981-128846220	.	-0.22490567
SAMPLE_1	7:128846247-128846486	.	-0.123763462
SAMPLE_1	7:128848550-128848741	.	-0.030271902
SAMPLE_1	7:128849076-128849291	.	0.148772467
SAMPLE_1	7:128850153-128850440	.	-0.057497653
SAMPLE_1	7:128850748-128851011	.	-0.20665169
SAMPLE_1	7:128851127-128851342	.	0.003753804
SAMPLE_1	7:128851424-128851663	.	-0.061170778
SAMPLE_1	7:128851863-128852294	.	-0.327231282
SAMPLE_1	7:131745729-131745908	.	0.299099384
SAMPLE_1	7:134639205-134639384	.	-0.045576734
SAMPLE_1	7:137532730-137532909	.	0.272767779
SAMPLE_1	7:13935482-13935721	.	-0.021492191
SAMPLE_1	7:13940306-13940521	.	0.140226187
SAMPLE_1	7:13945996-13946283	.	0.00624394
SAMPLE_1	7:13946284-13947365	.	-0.084155414
SAMPLE_1	7:13947366-13947533	.	0.034377971
SAMPLE_1	7:13947534-13949206	.	0.002253388
SAMPLE_1	7:13949207-13949374	.	0.179511579
SAMPLE_1	7:13950814-13950981	.	-0.039406159
SAMPLE_1	7:13971119-13971382	.	0.149195726
SAMPLE_1	7:13971383-13975282	.	0.098816767
SAMPLE_1	7:13975283-13975570	.	-0.081273324
SAMPLE_1	7:13975571-13976411	.	-0.015346534
SAMPLE_1	7:13976631-13977590	.	0.03380589
SAMPLE_1	7:13977809-13978686	.	0.063167274
SAMPLE_1	7:13978687-13978926	.	-0.124917231
SAMPLE_1	7:14016995-14017162	.	0.395174709
SAMPLE_1	7:14025687-14025854	.	0.237409484
SAMPLE_1	7:14026215-14026358	.	-0.10287173
SAMPLE_1	7:14027659-14027850	.	0.397985661
SAMPLE_1	7:14028252-14028443	.	0.088646357
SAMPLE_1	7:14028583-14028726	.	0.351037967
SAMPLE_1	7:140426197-140426412	.	0.044680698
SAMPLE_1	7:140434340-140434627	.	-0.413187426
SAMPLE_1	7:140439559-140439798	.	-0.071106244
SAMPLE_1	7:140447159-140447302	.	-0.324009894
SAMPLE_1	7:140449033-140449272	.	0.10327049
SAMPLE_1	7:140453026-140453241	.	0.176150605
SAMPLE_1	7:140453938-140454081	.	0.483242439
SAMPLE_1	7:140476656-140476943	.	-0.117681228
SAMPLE_1	7:140476944-140477736	.	-0.032532288
SAMPLE_1	7:140477737-140477928	.	-0.020566366
SAMPLE_1	7:140477929-140478408	.	-0.08567941
SAMPLE_1	7:140478425-140479084	.	0.040880586
SAMPLE_1	7:140479107-140479466	.	-0.197014872
SAMPLE_1	7:140479480-140479662	.	-0.40242226
SAMPLE_1	7:140479693-140480052	.	0.015339661
SAMPLE_1	7:140480307-140480786	.	-0.127526488
SAMPLE_1	7:140480979-140481326	.	-0.037150267
SAMPLE_1	7:140481327-140481542	.	-0.059518371
SAMPLE_1	7:140481543-140481722	.	-0.149206833
SAMPLE_1	7:140481947-140482366	.	-0.133149566
SAMPLE_1	7:140482408-140482768	.	-0.268677453
SAMPLE_1	7:140482769-140483008	.	-0.198568626
SAMPLE_1	7:140483009-140484450	.	0.025766667
SAMPLE_1	7:140484748-140486787	.	-0.006506253
SAMPLE_1	7:140487078-140487293	.	0.008249227
SAMPLE_1	7:140487294-140487437	.	-0.144093851
SAMPLE_1	7:140487438-140488435	.	-0.203483853
SAMPLE_1	7:140488637-140488757	.	-1.946213741
SAMPLE_1	7:140488960-140489559	.	0.027957925
SAMPLE_1	7:140489781-140490620	.	-0.151812094
SAMPLE_1	7:140490886-140493465	.	-0.118474441
SAMPLE_1	7:140493530-140493650	.	-0.033841129
SAMPLE_1	7:140493692-140494055	.	-0.121120753
SAMPLE_1	7:140494056-140494319	.	-0.068783659
SAMPLE_1	7:140494320-140495857	.	-0.04346095
SAMPLE_1	7:140496098-140498077	.	0.015933807
SAMPLE_1	7:140498324-140498683	.	-0.475776215
SAMPLE_1	7:140498906-140500113	.	-0.155916088
SAMPLE_1	7:140500114-140500329	.	0.173214736
SAMPLE_1	7:140500330-140501153	.	0.101635918
SAMPLE_1	7:140501154-140501417	.	-0.077599523
SAMPLE_1	7:140507703-140507918	.	-0.133639445
SAMPLE_1	7:140507998-140508213	.	-0.232427478
SAMPLE_1	7:140508636-140508851	.	-0.019017448
SAMPLE_1	7:140534409-140534672	.	0.054812647
SAMPLE_1	7:140549854-140550069	.	0.069488968
SAMPLE_1	7:140624315-140624554	.	0.498928471
SAMPLE_1	7:142493998-142509357	.	-0.142781139
SAMPLE_1	7:142509586-142510305	.	-0.028899863
SAMPLE_1	7:145507454-145507633	.	0.035254234
SAMPLE_1	7:148504684-148504851	.	-0.292074107
SAMPLE_1	7:148506109-148506300	.	0.206322134
SAMPLE_1	7:148506346-148506537	.	0.207288937
SAMPLE_1	7:148507370-148507561	.	0.291432523
SAMPLE_1	7:148508669-148508860	.	0.214382459
SAMPLE_1	7:148510996-148511283	.	0.016143077
SAMPLE_1	7:148511949-148512188	.	0.231366728
SAMPLE_1	7:148512546-148512689	.	0.144987968
SAMPLE_1	7:148513727-148513918	.	0.288046835
SAMPLE_1	7:148514255-148514542	.	0.031911452
SAMPLE_1	7:148514957-148515220	.	-0.155783259
SAMPLE_1	7:148516033-148516248	.	0.035131115
SAMPLE_1	7:148516638-148516829	.	-0.025269836
SAMPLE_1	7:148523491-148523778	.	-0.321464531
SAMPLE_1	7:148524199-148524414	.	0.13669103
SAMPLE_1	7:148525782-148526021	.	0.044372169
SAMPLE_1	7:148526760-148526999	.	-0.026743927
SAMPLE_1	7:148529676-148529891	.	0.175430756
SAMPLE_1	7:148533859-148534146	.	-0.011617525
SAMPLE_1	7:148543506-148543745	.	-0.193544696
SAMPLE_1	7:148544224-148544439	.	0.134998628
SAMPLE_1	7:150751043-150751234	.	-0.179971364
SAMPLE_1	7:150751243-150751434	.	0.01483337
SAMPLE_1	7:150751438-150751605	.	0.041099742
SAMPLE_1	7:150752065-150752232	.	-0.019006797
SAMPLE_1	7:150752304-150752519	.	-0.185191597
SAMPLE_1	7:150752560-150752751	.	0.077720231
SAMPLE_1	7:150752792-150752983	.	0.263129279
SAMPLE_1	7:150753611-150753772	.	0.015259976
SAMPLE_1	7:150753773-150753936	.	0.327369631
SAMPLE_1	7:150753945-150754110	.	-0.039002053
SAMPLE_1	7:150754111-150754298	.	0.0217682
SAMPLE_1	7:150754845-150754988	.	-0.52056145
SAMPLE_1	7:151164155-151164346	.	0.373601449
SAMPLE_1	7:151167602-151167793	.	0.183495262
SAMPLE_1	7:151168432-151168575	.	-0.011125326
SAMPLE_1	7:151168579-151168746	.	0.254781687
SAMPLE_1	7:151174364-151174555	.	-0.058271558
SAMPLE_1	7:151181773-151181940	.	0.06493393
SAMPLE_1	7:151187981-151188148	.	-0.033510517
SAMPLE_1	7:151195125-151195316	.	-0.365572852
SAMPLE_1	7:151216488-151216655	.	0.485128022
SAMPLE_1	7:155089986-155090417	.	0.130759731
SAMPLE_1	7:155093218-155093457	.	-0.059784175
SAMPLE_1	7:155093912-155094175	.	-0.188347607
SAMPLE_1	7:155094399-155094614	.	-0.06337449
